SG_UF;NM_UE;DS_CARGO;NM_CANDIDATO;NM_URNA_CANDIDATO;SG_UF_NASCIMENTO;DT_NASCIMENTO;DS_SIT_TOT_TURNO
ES;GUARAPARI;VEREADOR;IZAC QUEIROZ DE JESUS;IZAC QUEIROZ;ES;07/08/1970;ELEITO POR MêDIA
SP;MINEIROS DO TIET“;VEREADOR;DOUGLAS APARECIDO GOMES;CAS«O;SP;08/06/1991;ELEITO POR QP
MG;CORONEL FABRICIANO;VEREADOR;ADRIANO MARTINS DE OLIVEIRA;ADRIANO MARTINS  SAÈDE POPULAR;MG;17/05/1978;ELEITO POR MêDIA
ES;VIANA;VEREADOR;FLAVIO VOLPONI PEREIRA;FLµVIO VOLPONI;ES;05/05/1984;ELEITO POR QP
MG;CORONEL MURTA;VEREADOR;FRANCISCO OLIVEIRA FONSECA;TICO MOTO TAXI;MG;12/02/1977;ELEITO POR QP
SP;PRAD‡POLIS;VEREADOR;ORLANDO PAULO BRAGUINI;PULO DA AMBUL∂NCIA;SP;10/12/1973;ELEITO POR MêDIA
MG;CRISTINA;VEREADOR;EUGENIO SILVIO BORGES;JACARê;MG;22/02/1960;ELEITO POR MêDIA
GO;ANICUNS;VEREADOR;DIOGO LOUREDO TELES E SILVA;DIOGO LOUREDO;GO;19/04/1988;ELEITO POR QP
CE;MUCAMBO;VEREADOR;JOANA D ARC FREIRE DA COSTA;DARC DO HAMILTON;CE;07/07/1978;ELEITO POR QP
MG;DOM JOAQUIM;VEREADOR;CLARETICE DAVI COELHO DE OLIVEIRA;CLARETICE PROFESSORA;MG;14/11/1966;ELEITO POR MêDIA
SP;PRESIDENTE EPITµCIO;VEREADOR;MARCIO CARLOS DOS SANTOS;MµRCIO KINHA DO CAMPINAL;SP;23/10/1975;ELEITO POR MêDIA
CE;TAUµ;VEREADOR;FÈLVIO EMERSON GONÄALVES CAVALCANTE;FÈLVIO GONÄALVES;CE;11/02/1975;ELEITO POR QP
SP;VARGEM GRANDE DO SUL;VEREADOR;JO«O CARLOS DIAS NUNES;JO«OZINHO DA FORÄA;SP;21/09/1992;ELEITO POR MêDIA
GO;SANTA TEREZINHA DE GOIµS;VEREADOR;AROLDO FERREIRA CABRAL;AROLDO CABRAL;GO;29/04/1976;ELEITO POR QP
MA;ANAJATUBA;VEREADOR;JO«O VICTOR MENDES DE ABREU VIANA;JO«O VICTOR;MA;26/10/1985;ELEITO POR QP
GO;CRIXµS;VEREADOR;MARCOS FERREIRA ARAÈJO;MARC«O DO PESQUE PAGUE;GO;22/09/1980;ELEITO POR QP
GO;CRIXµS;VEREADOR;MAURO MARTINS PRETO;MAURINHO DO PIT DOG;GO;26/05/1963;ELEITO POR MêDIA
MA;VIANA;VEREADOR;GLEIDSON SANTOS BARROS;GUEGUE COLETIVO RENOVA VIANA;MA;16/03/1991;ELEITO POR QP
MG;PEDRA DOURADA;VEREADOR;JUBERTO ANTONIO DE SOUSA;JUBERTO MILI«O;MG;07/06/1976;ELEITO POR QP
MA;VIANA;VEREADOR;GETULIO TADEU AZEVEDO GOMES JUNIOR;JUNIOR DE GETÈLIO;MA;07/08/1973;ELEITO POR QP
PA;‡BIDOS;VEREADOR;ERNEISSON DE AQUINO SANTOS;ERNEISSON AQUINO;PA;30/06/1979;ELEITO POR QP
MG;POÄO FUNDO;VEREADOR;MARILIA SOUZA DE LIMA;MAR÷LIA DO MARCO FOT‡GRAFO;MG;02/03/1985;ELEITO POR MêDIA
PA;S«O JO«O DA PONTA;VEREADOR;ALAN ROBERTO MENDES FEITOSA;ALAN FEITOSA;PA;18/03/1994;ELEITO POR QP
PA;S«O JO«O DA PONTA;VEREADOR;ROSINALDO PINHEIRO DOS SANTOS;BRANCO;PA;28/10/1989;ELEITO POR QP
MG;ARANTINA;VEREADOR;JOSê ROBERTO DE ALMEIDA;JOSê ROBERTO;MG;01/12/1960;ELEITO POR MêDIA
MA;NOVA IORQUE;VEREADOR;KATY MILA MORAIS LIMA;KATY MILA ENFERMEIRA;MA;14/11/1992;ELEITO POR QP
MG;SALINAS;VEREADOR;JO«O DE DEUS TEIXEIRA DE OLIVEIRA;JO«O PELA;MG;13/06/1970;ELEITO POR QP
PB;CARAÈBAS;VEREADOR;FRANCISCO VANDERLAN SANTOS DE MELO;CHICO DE CARAÈBAS;PB;02/11/1978;ELEITO POR QP
MG;SANTA BµRBARA DO MONTE VERDE;VEREADOR;JOSê ROBERTO DE PAULA;Zê ROBERTO;MG;21/08/1968;ELEITO POR QP
MA;PAÄO DO LUMIAR;VEREADOR;SILVESTRE BATISTA BOT«O NETO;NETO BOT«O;MA;14/02/1989;ELEITO POR QP
MG;S«O GERALDO DO BAIXIO;VEREADOR;WARLEI ARTUR DE SOUZA SERVINO;ARTUR;MG;09/06/1990;ELEITO POR QP
PB;PRATA;VEREADOR;ALDAIR ALVES CLEMENTE;ALDAIR ALVES;PB;03/04/1990;ELEITO POR QP
MA;PRESIDENTE SARNEY;VEREADOR;FLORENTINA DE JESUS MORAES SILVA;TITA;MA;17/12/1969;ELEITO POR QP
PE;CARPINA;VEREADOR;GIOVANNI JOSE DA SILVA;GEO DE DEDê LANCHE;PE;18/12/1982;ELEITO POR MêDIA
MT;TORIXORêU;VEREADOR;JONATHAS DOS SANTOS SOARES;JONAS SANTOS;MT;29/07/1971;ELEITO POR QP
SC;S«O CARLOS;VEREADOR;MIRIA MARIA BONIATTI RIGOTTI;MIRIA MARIA BONIATTI RIGOTTI;RS;16/03/1963;ELEITO POR QP
TO;BRASIL∂NDIA DO TOCANTINS;VEREADOR;VALDIR RIBEIRO DE SOUSA;VALDIR COSTA;TO;26/05/1979;ELEITO POR QP
PE;S«O BENTO DO UNA;VEREADOR;DIOGO CAVALCANTE GOMES;DIOGO PROFESSOR;PE;20/05/1983;ELEITO POR QP
PI;FRANCISCO AYRES;VEREADOR;ANTONIO DA GUIA BUENO DE MESQUITA;ANTONIO MESQUITA;PI;21/01/1979;ELEITO POR QP
PI;JARDIM DO MULATO;VEREADOR;RAIMUNDO RENAS ALVES VIEIRA;RENAS;PI;18/07/1966;ELEITO POR QP
PI;LUZIL∂NDIA;VEREADOR;DEUSIMAR DAS CHAGAS COSTA;DEUSIMAR;PI;16/10/1970;ELEITO POR QP
PI;LUZIL∂NDIA;VEREADOR;EURIDINA DE AGUIAR FERREIRA;EURIDINA AGUIAR;PI;24/06/1974;ELEITO POR QP
AL;LAGOA DA CANOA;VEREADOR;JADSON DE FREITAS;JADSON DE FREITAS;AL;02/07/1986;ELEITO POR QP
PI;PARNA÷BA;VEREADOR;RUAN VICTOR RODRIGUES BENICIO;RUAN BENICIO;PI;22/04/1994;ELEITO POR MêDIA
SC;TUBAR«O;VEREADOR;VALDIR ANTUNES;VALDIR ANTUNES (BARBA);SC;16/06/1962;ELEITO POR QP
SE;MACAMBIRA;VEREADOR;ALEXSANDRA DE JESUS;ALEXSANDRA DE TATµ;SE;08/10/1990;ELEITO POR QP
SE;POÄO REDONDO;VEREADOR;MANOEL MESSIAS MILIT«O;MESSIAS DE MANECA;SE;22/04/1958;ELEITO POR QP
AM;BORBA;VEREADOR;PAULO BRENO PASSOS DE FREITAS;BRENO SANTANA;AM;01/06/1995;ELEITO POR QP
SP;ALTO ALEGRE;VEREADOR;NATµLIA FERNANDES DE SOUZA;NATµLIA ENFERMEIRA;SP;03/11/1982;ELEITO POR QP
SP;ALTO ALEGRE;VEREADOR;WALTER CEZµRIO;WALTER DA ARLETE;SP;14/09/1962;ELEITO POR QP
BA;BOTUPOR«;VEREADOR;DIEGO DE QUEIROZ PEREIRA NUNES;DIEGO QUEIROZ;BA;28/12/1990;ELEITO POR QP
PR;MARI‡POLIS;VEREADOR;SOLISMAR GERMINIANI DE SOUZA;SOLISMAR GERMINIANI SOMA;PR;20/05/1983;ELEITO POR MêDIA
BA;CAPIM GROSSO;VEREADOR;MAURICIO BATISTA MATOS;NEM DE TITININHO;BA;16/10/1966;ELEITO POR MêDIA
PR;MARQUINHO;VEREADOR;MARCIA KWAPICZ;MARCIA KWAPICZ;PR;30/03/1986;ELEITO POR QP
BA;DOM MACEDO COSTA;VEREADOR;GERALDO JORGE SOUZA SALES;BAHIA;BA;10/06/1965;ELEITO POR QP
PR;MARQUINHO;VEREADOR;JO«O MARIA CARDOSO;NENO CARDOSO;SC;06/09/1950;ELEITO POR QP
BA;êRICO CARDOSO;VEREADOR;LEONARDO CARDOSO DE AZEVEDO;LEO;BA;08/03/1980;ELEITO POR QP
BA;ITANHêM;VEREADOR;PAULO RENATO CORREIA;PAULINHO CORREIA;BA;24/09/1983;ELEITO POR QP
BA;JITAÈNA;VEREADOR;NERES COSTA DOS SANTOS;NERES COSTA;BA;26/05/1976;ELEITO POR QP
RS;S«O JO«O DO POL“SINE;VEREADOR;SALETE POZZATTI;SALETE POZZATTI;RS;23/11/1959;ELEITO POR QP
RS;S«O PEDRO DA SERRA;VEREADOR;ANDRê MALLMANN;ANDRê;RS;28/11/1978;ELEITO POR QP
RS;TABA÷;VEREADOR;VALERIA DE AZEVEDO VARGAS;VALERIA VARGAS;RS;08/10/1972;ELEITO POR QP
PI;PRATA DO PIAU÷;PREFEITO;ACELINO MENDES DE MOURA;NETO MENDES;PI;27/05/1972;ELEITO
SP;CLEMENTINA;VEREADOR;VALDEMIR GARBIN CAROBELLI;FIU CAROBELLI;SP;25/05/1985;ELEITO POR MêDIA
SP;FL‡RIDA PAULISTA;VEREADOR;WELLINGTON GHIDINI;BOI;SP;28/02/1979;ELEITO POR QP
SP;IBIRµ;VEREADOR;ANTONIO CARLOS DE OLIVEIRA NETO;TOM DO ESPORTE;SP;11/12/1996;ELEITO POR MêDIA
MG;BAR«O DE MONTE ALTO;VEREADOR;PEDRO DA ROSA MENDES;PEDRINHO;MG;27/10/1953;ELEITO POR MêDIA
MG;ITAPEVA;VEREADOR;RODRIGO SEGANTIN GARCIA;RODRIGO GARCIA;SP;06/01/1990;ELEITO POR QP
MG;JACU÷;VEREADOR;TA÷S T∂NIA PEREIRA SILVA;TA÷S T∂NIA;MG;22/10/1984;ELEITO POR QP
MG;NAZARENO;VEREADOR;PABLO HENRIQUE DO NASCIMENTO;PABLO DO V‚LEI;MG;25/08/1998;ELEITO POR MêDIA
SP;IBIÈNA;VEREADOR;CHARLES GUIMAR«ES;CHARLES GUIMAR«ES;SP;01/12/1973;ELEITO POR MêDIA
RN;ESP÷RITO SANTO;VEREADOR;JOSE IRA SOARES CAVALCANTE;IRAN SOARES;RN;04/08/1980;ELEITO POR QP
MG;PIRAÈBA;VEREADOR;PANDELIS DE OLIVEIRA COSTA;PANDELIS ENFERMEIRO;MG;12/01/1985;ELEITO POR QP
RN;PUREZA;VEREADOR;CLAUDIO HENRIQUE GOMES DE OLIVEIRA;GALEGO DE OLHO D µGUA;CE;02/08/1975;ELEITO POR QP
SC;BRAÄO DO NORTE;VEREADOR;MICHELL FERNANDES SOMBRIO;MICHELL SOMBRIO;SC;07/11/1981;ELEITO POR QP
MG;PORTEIRINHA;VEREADOR;AGENOR MENDES SOBRINHO;AGENOR MENDES;MG;19/07/1972;ELEITO POR MêDIA
RR;RORAIN‡POLIS;VEREADOR;ANDREIA SALDANHA MAIA;ANDREIA MAIA;AM;19/02/1992;ELEITO POR QP
SC;PIRATUBA;VEREADOR;JHONATAN SPRICIGO;JHONNY;SC;22/02/1989;ELEITO POR MêDIA
SP;ITARIRI;VEREADOR;CARLOS EDUARDO CORREA DE ANDRADE;CARLOS EDUARDO;SP;16/09/1999;ELEITO POR MêDIA
MG;SANTA Fê DE MINAS;VEREADOR;KEMPSON APARECIDO DE JESUS POSVAR;KEMPSON POSVAR;MG;01/04/1984;ELEITO POR MêDIA
RS;NOVA RAMADA;VEREADOR;DENIS ROBERTO CERVI;DENIS CERVI;RS;21/06/1986;ELEITO POR QP
AL;CAMPO ALEGRE;PREFEITO;PAULINE DE FµTIMA PEREIRA ALBUQUERQUE;PAULINE PEREIRA;AL;13/10/1975;ELEITO
AM;SILVES;PREFEITO;RAIMUNDO PAULINO DE ALMEIDA GRANA;PROFESSOR PAULINO GRANA;AM;25/09/1968;ELEITO
BA;INHAMBUPE;PREFEITO;HUGO CAVALCANTI REIS SIMÂES;HUGO DE LE‚NIDAS;BA;01/08/1980;ELEITO
BA;WANDERLEY;PREFEITO;CAMARGO ANT‚NIO PINTO CRISOSTOMO;CAMARGO CRIS‡STOMO;BA;29/11/1986;ELEITO
GO;PIRANHAS;PREFEITO;FABIO LASSERRE SOUSA BORGES;PROFESSOR FABIO;GO;26/03/1988;ELEITO
TO;PUGMIL;VEREADOR;FABIANO PEIXOTO CARDOSO;FABIANO CARDOSO;TO;21/11/1984;ELEITO POR QP
SP;IBIRµ;PREFEITO;NIVALDO DOMINGOS NEGR«O;BISCOITO;SP;13/05/1963;ELEITO
TO;ITAPIRATINS;PREFEITO;AILTON COELHO DE SOUZA;AILTON COELHO;TO;14/09/1980;ELEITO
BA;VµRZEA NOVA;VEREADOR;REGIVAN RAMOS DE JESUS;REGINHO DE TABUA;BA;21/07/1977;ELEITO POR QP
CE;IRAUÄUBA;VEREADOR;VICENAR ARAUJO SOUSA;VICENAR FERNANDES;CE;30/08/1981;ELEITO POR MêDIA
AL;S«O MIGUEL DOS MILAGRES;VEREADOR;ANTONIO GLAUBER CARLOS DE SOUZA;GLAUBER;CE;03/01/1977;ELEITO POR QP
AL;S«O MIGUEL DOS MILAGRES;VEREADOR;ERISVALDO BENEDITO SILVA SANTOS;BARR«O;AL;04/07/1982;ELEITO POR QP
AM;COARI;VEREADOR;ALTEMIR RUBEM MELO;ALTEMIR MELO;AM;25/06/1980;ELEITO POR MêDIA
AM;COARI;VEREADOR;FRANCISCO EDILSON LEITAO BONFIM;BACANA;AM;04/08/1984;ELEITO POR QP
ES;CARIACICA;VEREADOR;ILONA AÄUCENA CHAVES GONÄALVES;AÄUCENA;ES;13/09/1999;ELEITO POR MêDIA
SP;ENGENHEIRO COELHO;VEREADOR;FERNANDO ALVES MARTINS;FERNANDINHO;SP;18/06/1997;ELEITO POR QP
AM;URUCARµ;VEREADOR;AVELINO PAIVA DA CRUZ NETO;AVELINO NETO;AM;21/04/1993;ELEITO POR QP
ES;ITAPEMIRIM;VEREADOR;LUCIMAR ALVES SOARES;BIBICO;ES;26/03/1963;ELEITO POR MêDIA
SP;GUARATINGUETµ;VEREADOR;TATIANA ANTUNES RANGEL DE CASTRO SOARES;DRA TATIANA ANTUNES;SP;05/11/1975;ELEITO POR MêDIA
ES;MANTEN‡POLIS;VEREADOR;ANA PAULA DE OLIVEIRA;ANA PAULA;MG;25/01/1995;ELEITO POR MêDIA
BA;CARINHANHA;VEREADOR;JUTHA÷ DE SOUZA PEREIRA;JUTHA÷ BOCA RICA;BA;14/10/1978;ELEITO POR QP
SP;ITA÷;VEREADOR;DOMINGOS REINALDO JOVELLI;DOMINGOS JOVELLI;SP;01/10/1978;ELEITO POR MêDIA
ES;VENDA NOVA DO IMIGRANTE;VEREADOR;ALEXANDRE FELETTI;SANDRO FILETI;ES;09/09/1976;ELEITO POR MêDIA
GO;FLORES DE GOIµS;VEREADOR;WALTER DE JESUS SANTOS;MARCIO SANTA MARIA;GO;21/11/1975;ELEITO POR QP
BA;ITUBERµ;VEREADOR;RONALDO DE SOUZA TEIXEIRA;RONALDO TEIXEIRA;BA;07/06/1949;ELEITO POR QP
SP;PEDRA BELA;VEREADOR;NOEL ROSA MARQUES;NOEL MARQUES ;SP;18/12/1966;ELEITO POR MêDIA
GO;ISRAEL∂NDIA;VEREADOR;FRANCISCO AILTON COELHO DE SENA;AILTON COBRA VERDE;GO;17/01/1972;ELEITO POR QP
GO;JANDAIA;VEREADOR;ADILSON TAVARES OLIVEIRA;ADILSON DO SUPERMECADO;GO;20/09/1990;ELEITO POR MêDIA
BA;JABORANDI;VEREADOR;FERNANDO DA SILVA LEITE;FERNANDO LEITE SOBRINHO LIDIO;BA;27/06/1984;ELEITO POR QP
GO;MARZAG«O;VEREADOR;FERNANDO DA SILVA SOUSA;FERNANDO NEM;MA;22/11/1990;ELEITO POR QP
BA;JIQUIRIÄµ;VEREADOR;ANTONIO JESUS NASCIMENTO;PAULISTA;BA;30/01/1980;ELEITO POR QP
MA;BACURI;VEREADOR;FABIANO MANOEL MONTELO OLIVEIRA;FABIANO MONTELO;MA;04/04/1973;ELEITO POR MêDIA
MA;BACURI;VEREADOR;RUI PIMENTEL SILVA GONÄALVES;RUI;MA;07/05/1968;ELEITO POR QP
PA;PEIXE-BOI;VEREADOR;FRANCISCO OLIVEIRA DE SOUZA;CHOROCA;PA;26/01/1982;ELEITO POR QP
PB;S«O DOMINGOS DO CARIRI;VEREADOR;SERGIO QUINTINO;SERGINHO;PB;21/11/1975;ELEITO POR QP
MA;NOVA COLINAS;VEREADOR;ORLANDO RIBEIRO DOS SANTOS;ORLANDO;MA;10/12/1972;ELEITO POR QP
MG;ALMENARA;VEREADOR;MARCOS VIRGILIO FONSECA;MESTRE BIDULA;MG;30/09/1959;ELEITO POR MêDIA
MG;BANDEIRA DO SUL;VEREADOR;EDMILSON ALVES FRANCO;EDMILSON;MG;03/03/1973;ELEITO POR QP
SP;S«O CAETANO DO SUL;VEREADOR;LUIS ALBERTO GARCIA VIGILIO DE GALµRRAGA;LUIS GALARRAGA;CE;16/04/1974;ELEITO POR QP
SP;S«O CAETANO DO SUL;VEREADOR;FµBIO SOARES DE OLIVEIRA;FµBIO SOARES;SP;15/11/1974;ELEITO POR QP
MG;BELA VISTA DE MINAS;VEREADOR;J∂NIO MARTINS DA COSTA;J∂NIO DO CART‡RIO;MG;12/09/1965;ELEITO POR MêDIA
PE;GRANITO;VEREADOR;FRANCISCO LEONEL FERREIRA JUNIOR;JUNIOR LEONEL;PE;10/12/1991;ELEITO POR QP
SP;BATATAIS;PREFEITO;LUIS FERNANDO BENEDINI GASPAR JUNIOR;JUNINHO GASPAR;SP;21/09/1982;ELEITO
PE;S«O JOSê DA COROA GRANDE;VEREADOR;ALEXSANDRA CRISTINA DOS SANTOS MENDES;SANDOCA DE TONY;PE;29/07/1981;ELEITO POR MêDIA
PB;LASTRO;VEREADOR;WALISON MENDES SARMENTO;LACIM;PB;03/06/1985;ELEITO POR QP
PI;PADRE MARCOS;VEREADOR;HELTON JO«O DE CARVALHO;IRM«O HELTON;PI;23/07/1979;ELEITO POR QP
PI;VµRZEA BRANCA;VEREADOR;GILBERTO PEREIRA DOS SANTOS;GILBERTO;PI;21/11/1962;ELEITO POR QP
PR;FLORA÷;VEREADOR;MICHELE APARECIDA DE LIMA;MICHELE DA SAUDE;PR;07/03/1993;ELEITO POR QP
SC;TUNµPOLIS;VEREADOR;RENATO GLUITZ;RENATO GLUITZ;SC;03/08/1981;ELEITO POR MêDIA
PR;INDIAN‡POLIS;VEREADOR;HERONIDES DOS SANTOS;MIRANDA DO BAR;MG;02/05/1969;ELEITO POR MêDIA
SP;AMERICANA;VEREADOR;TALITHA DE NADAI;TALITHA DE NADAI;SP;25/02/1984;ELEITO POR MêDIA
PR;IPOR«;VEREADOR;AD«O ALVES PIMENTEL;AD«O PIMENTEL;PR;25/05/1969;ELEITO POR QP
PE;LAGOA GRANDE;VEREADOR;ITALO FERREIRA DOS SANTOS;ITALO DE VILMA;PE;17/10/1989;ELEITO POR QP
PE;PANELAS;VEREADOR;ADELSON C÷CERO DA SILVA;DEÄO DE S«O LµZARO;PE;04/05/1978;ELEITO POR QP
PE;PANELAS;VEREADOR;JOELMO JOSê DA SILVA;JOELMO DO ALFAIATE;PE;04/07/1977;ELEITO POR QP
RS;SANTA MARGARIDA DO SUL;VEREADOR;JOSE ALACIR DA SILVEIRA MACHADO;ALACIR MACHADO;RS;11/08/1966;ELEITO POR QP
RS;S«O VALêRIO DO SUL;VEREADOR;TITO FONGUE;TITO;RS;25/05/1987;ELEITO POR QP
PI;SANTA ROSA DO PIAU÷;VEREADOR;GERALDO SOARES DA SILVA;GERALDO SOARES;PI;29/07/1964;ELEITO POR QP
RN;JUNDIµ;VEREADOR;AECIO PAULINO FREITAS DE SOUZA;AêCIO FREITAS;RN;04/02/1986;ELEITO POR QP
RN;MONTE ALEGRE;VEREADOR;RISIA FERREIRA DA SILVA;RISIA FERREIRA;RN;03/03/1985;ELEITO POR QP
RN;S÷TIO NOVO;VEREADOR;MARIA DAS VIT‡RIAS MAFRA BELARMINO;VIT‡RIA MAFRA;RN;12/12/1985;ELEITO POR QP
MG;CAJURI;VEREADOR;ROMEU WAQUIM DA ENCARNAÄ«O;ROMEU WAQUIN ENCARNAÄ«O;MG;27/01/1981;ELEITO POR MêDIA
SP;CAMPINAS;VEREADOR;OTTO ALEJANDRO RIGAZZO ETTINGER;OTTO ALEJANDRO;SP;25/06/1980;ELEITO POR QP
RO;COSTA MARQUES;VEREADOR;PAULINO HONORIO DE ASSIS;PAULINHO DA SAUDE;ES;09/09/1969;ELEITO POR QP
RO;VALE DO ANARI;VEREADOR;ROMILDO LEMOS DE MEIRA;ROMILDO LEMOS;ES;06/02/1974;ELEITO POR QP
RO;VALE DO ANARI;VEREADOR;UELITON MACHADO DA SILVA;UELITON POLAQUINHO;RO;14/12/1984;ELEITO POR MêDIA
MG;MARIPµ DE MINAS;VEREADOR;GABRIEL FERREIRA COUTINHO;GABRIEL DO TININHO;MG;22/07/2000;ELEITO POR QP
RS;IPIRANGA DO SUL;VEREADOR;DEJAIR PASA;DEJA;RS;11/05/1987;ELEITO POR QP
RS;JAGUARI;VEREADOR;MAIC MISIEVICZ GUERRA;MAIC GUERRA;RS;09/12/1984;ELEITO POR MêDIA
SP;CAMPINAS;VEREADOR;EDUARDO DOS REIS MAGOGA;EDUARDO MAGOGA  DU TAPECEIRO;SP;03/09/1976;ELEITO POR MêDIA
RS;NOVA BRêSCIA;VEREADOR;CESAR SPESSATTO;CESAR SPESSATTO;RS;03/12/1972;ELEITO POR QP
RS;NOVA BRêSCIA;VEREADOR;ROGERIO CARLOS NICHEL;ROGERIO DA SAUDE;RS;29/01/1981;ELEITO POR QP
RS;PARA÷;VEREADOR;CRISTINA DALL AGNOL BOCALON;CRIS BOCALON;RS;16/05/1995;ELEITO POR QP
MG;ROSµRIO DA LIMEIRA;VEREADOR;VALDECIR PEREIRA BRAGA;VALDECIR DO ELOIM;MG;07/04/1967;ELEITO POR QP
RS;PELOTAS;VEREADOR;IVAN ADMAR DORNELLES DUARTE;IVAN DUARTE;RS;17/12/1961;ELEITO POR MêDIA
BA;IGAPOR«;PREFEITO;NEWTON FRANCISCO NEVES COTRIM;NETO;BA;12/05/1976;ELEITO
MG;SANTO ANT‚NIO DO ITAMBê;VEREADOR;PEDRO DIAMANTINO FERREIRA NETO;PEDRINHO DE F‡IA;MG;06/12/1992;ELEITO POR MêDIA
MG;C‚NEGO MARINHO;VEREADOR;CARLOS EDUARDO TUPINµ MARINHO;DUDU TUPINµ;MG;15/05/1984;ELEITO POR QP
BA;OLINDINA;VEREADOR;LUCAS MENDES DE SANTANA;LUCAS DAS QUEBRADAS;BA;17/05/1994;ELEITO POR MêDIA
MG;S«O GERALDO DA PIEDADE;VEREADOR;JALMAS BARBOSA MACIEL;PRETO DO HEITOR;MG;15/05/1967;ELEITO POR QP
MG;S«O JO«O DA PONTE;VEREADOR;ALEXSANDRO OLIVEIRA VELOSO;ALEX DO ALFRED«O;MG;04/08/1971;ELEITO POR QP
MG;S«O JO«O DA PONTE;VEREADOR;GASPAR DOS REIS CORDEIRO CAMPOS;GASPAR DO DEON;MG;01/09/1975;ELEITO POR MêDIA
MG;SAPUCA÷-MIRIM;VEREADOR;CLEBER NOGUEIRA DE LIMA;CLEBINHO;SP;09/06/1976;ELEITO POR QP
MS;ANASTµCIO;VEREADOR;MANOEL LUIZ DA SILVA;MANOEL LUIZ;MS;15/03/1964;ELEITO POR QP
MS;ANASTµCIO;VEREADOR;LUIZ ANDERSON ABDALLA DE OLIVEIRA;LUIZINHO ABDALLA;MS;10/06/1997;ELEITO POR QP
MS;MUNDO NOVO;VEREADOR;GESSE FERREIRA DA SILVA;GESSE;PR;29/04/1971;ELEITO POR QP
CE;PEREIRO;VEREADOR;JOSE JOCELIO FERNANDES PINHEIRO BARBOSA;JOCELIO BARBOSA;RN;03/09/1974;ELEITO POR QP
SP;POTIM;VEREADOR;ANDRE EZEQUIEL DE MOURA;ANDRê DO Pê PRETO;SP;21/05/1976;ELEITO POR MêDIA
SP;SANTA LÈCIA;VEREADOR;EDMAR DONIZETE CAETANO;EDMAR DA LOJA;SP;12/04/1986;ELEITO POR QP
SP;SANTA LÈCIA;VEREADOR;MARIO FRANCISCO DA SILVA;MARIO SILVA;PE;04/07/1975;ELEITO POR QP
ES;SERRA;VEREADOR;MARLON FRED OLIVEIRA MATOS;FRED;MG;14/06/1984;ELEITO POR MêDIA
SP;TRABIJU;VEREADOR;ROBSON RIBEIRO DE SOUZA;ROBINHO;SP;20/03/1996;ELEITO POR QP
SC;MODELO;PREFEITO;BARBARA MILENA GELLER BARON;BARBARA;SC;14/08/1987;ELEITO
GO;FORMOSO;VEREADOR;ANT‚NIO CARLOS FERNANDES COSTA;TOIM;GO;15/08/1968;ELEITO POR QP
PA;CAPANEMA;VEREADOR;PEDRO AFONSO KEHRLE RIBEIRO LOPES;PEDRO ABRA«O;PE;12/04/1973;ELEITO POR MêDIA
GO;TURVEL∂NDIA;PREFEITO;OSELIA LUCIA DE CARVALHO ALVES;OSêLIA;MT;07/04/1973;ELEITO
MS;RIBAS DO RIO PARDO;VEREADOR;LUCIMAR ROSA DE CAMPOS;LUCY DUARTE;MS;06/06/1983;ELEITO POR MêDIA
MS;SIDROL∂NDIA;VEREADOR;SILVESTRE JOSê CARDOSO ZOTTI;ZOTTI;BA;23/07/1996;ELEITO POR QP
GO;S«O SIM«O;VEREADOR;LUCAS BARBOSA VASCONCELOS;LUCAS VASCONCELOS;MG;14/05/1988;ELEITO POR QP
MS;SIDROL∂NDIA;VEREADOR;OTACIR PEREIRA FIGUEIREDO;GRINGO;MS;10/06/1984;ELEITO POR QP
SP;TUP«;PREFEITO;RENAN VICTOR PONTELLI;RENAN PONTELLI;SP;28/03/1983;ELEITO
MS;SIDROL∂NDIA;VEREADOR;EDILAINE CRISTINA TAVARES;EDILAINE TAVARES;MS;21/08/1984;ELEITO POR QP
PA;SOURE;VEREADOR;SILVIA BRITO LEAL;SILVIA LEAL;PA;14/02/1985;ELEITO POR MêDIA
MA;CHAPADINHA;VEREADOR;ITAMAR MACEDO;ITAMAR MACEDO;MA;15/12/1974;ELEITO POR QP
MA;ESPERANTIN‡POLIS;VEREADOR;HUDSON DA SILVA BRITO;HUDSON BRITO;MA;08/06/1975;ELEITO POR QP
MA;LAGO DO JUNCO;VEREADOR;RAIMUNDO DE SOUSA CAMPELO;RAIMUNDO GALO;MA;30/08/1984;ELEITO POR QP
MA;PASTOS BONS;VEREADOR;FRANCISCO GONÄALVES CASAES;COXA;MA;20/10/1994;ELEITO POR QP
MG;ALAGOA;VEREADOR;PAULO CêSAR DE ANDRADE;PAULINHO;MG;04/09/1975;ELEITO POR QP
AL;TEOT‚NIO VILELA;VEREADOR;ALECKSANDRO DOS SANTOS;SANDRO;AL;30/06/1984;ELEITO POR MêDIA
MG;ALTO CAPARA‡;VEREADOR;ISAIAS CUSTODIO GOMES;IZAIAS CUSTODIO GOMES;MG;30/06/1959;ELEITO POR MêDIA
SC;ARROIO TRINTA;VEREADOR;MARCELO DE OLIVEIRA PINTO;MARCELO PINTO;SC;06/06/1983;ELEITO POR QP
SC;BALNEµRIO PIÄARRAS;VEREADOR;JORGE LUIZ DA SILVA;RADIALISTA JORGE;SC;18/11/1980;ELEITO POR MêDIA
